    X           Y            F606W      F814W
   6477.2600   4935.6700     24.7856     21.8126
   4989.8200   4937.3300     26.3765     23.7611
   6436.8000   4937.3800     24.7331     21.8184
   7142.1300   4937.3100     24.2779     21.2051
   4177.6900   4937.5100     25.4816     22.3493
   4439.5000   4937.8400     25.2983     22.1624
   6397.4000   4937.8200     26.6583     23.4302
   6532.3800   4938.1300     24.7477     21.8166
   6562.2900   4937.6900     20.6282     17.6811
   6677.4700   4938.3800     26.5528     23.5983
   7317.9400   4937.7200     25.6328     22.6372
   7580.4200   4937.6900     25.8520     23.2441
   3635.6100   4939.1700     25.2246     22.2146
   5200.0200   4938.5500     26.0850     23.2427
   5633.5700   4939.3700     23.8834     21.1612
   5648.8300   4938.9400     20.0339     17.0859
   6255.1400   4939.1100     24.3224     21.5081
   7035.4700   4939.1000     25.5758     22.3892
   5288.6600   4940.1600     24.5495     21.7590
   5447.5500   4939.9200     23.6935     21.0036
   6125.4400   4939.9500     25.3407     22.5438
   6364.3500   4939.7900     24.4440     21.6476
   7217.1600   4940.1900     25.8724     22.8510
   4406.6400   4940.4700     26.5496     23.2691
   5568.4000   4940.6100     22.5380     19.6468
   5581.9800   4941.0400     23.9381     21.1944
   6614.1100   4941.0000     23.8257     20.4017
   7016.5500   4940.7900     27.4043     23.5148
   7345.0400   4940.9600     25.6799     22.7857
   7544.0800   4941.3900     26.3509     23.5777
   3269.6500   4942.1300     25.6358     22.6577
   3968.9100   4942.0300     24.3806     21.2213
   4642.9000   4942.3500     25.8479     19.8145
   5339.7400   4941.9100     25.1553     22.3226
   5834.6700   4941.7600     23.5587     20.8649
   5877.0500   4942.1700     26.1972     23.1196
   6236.7300   4942.1300     24.5017     21.6957
   6396.2800   4942.4800     25.9340     23.1648
   7048.2900   4941.7500     26.0690     22.7615
   4387.8800   4942.7200     25.5879     22.3934
   5324.9900   4942.5200     26.5539     23.4107
   6583.7700   4942.5400     25.5695     22.6961
   6901.4100   4942.9500     26.1373     23.0287
   6939.4700   4942.9500     25.4864     22.2693
   3977.9700   4943.6300     26.0929     23.0129
   4715.1700   4943.6500     26.9574     23.6638
   5392.7600   4943.8400     23.9618     21.3278
   5426.9400   4944.3900     27.6512     22.4254
   6194.3000   4943.8500     25.0019     22.1977
   7598.2300   4944.2200     25.7988     22.9437
   4836.7400   4945.3900     25.4841     22.4324
   5929.3500   4944.5300     26.5065     23.1865
   6327.2000   4945.2600     25.3176     21.5082
   6758.5100   4945.4000     25.7232     22.8485
   7177.6900   4944.8100     26.3279     23.3882
   4500.3900   4945.7100     27.2398     23.7831
   5278.8000   4945.8400     25.6677     22.9485
   5667.0100   4945.8000     25.5168     22.4856
   5781.3500   4946.1700     23.8805     21.1457
   5813.0200   4945.9300     24.5923     21.7784
   6129.6900   4946.1500     25.1833     22.2914
   6636.2000   4946.0500     26.1040     23.2833
   4505.0100   4947.0300     27.2398     23.3592
   5515.4900   4946.8500     25.5012     22.6340
   6140.0800   4946.9000     24.4143     21.5730
   6159.1800   4946.9400     25.9220     22.9267
   6794.0300   4946.5200     21.1514     18.1537
   7356.5900   4946.6200     26.5531     23.5345
   7486.3400   4947.1200     26.6907     23.4097
   2685.4800   4948.1200     25.2413     22.3859
   3143.5900   4948.3700     23.5072     20.5569
   4122.5400   4947.7300     25.1989     22.0395
   5945.5600   4947.5200     25.7389     22.9528
   6112.7300   4947.8500     24.4409     21.5972
   6421.0300   4948.3500     25.9547     23.0448
   6686.0500   4947.9600     25.0842     22.2050
   7585.8500   4947.5300     27.0400     23.7187
   5300.1100   4949.2200     23.9386     21.3658
   5926.6500   4949.2400     25.5666     22.7531
   6442.4600   4948.9700     24.8966     21.9078
   4981.7300   4949.5000     25.0202     22.2566
   6313.2500   4949.9700     24.7565     21.8269
   7158.2600   4949.8400     27.1523     23.7878
   7297.2800   4949.7700     24.6911     21.6869
   3420.3300   4950.5000     27.2190     22.4476
   4093.3300   4951.1900     25.9785     22.7200
   5255.5400   4950.9400     25.4320     22.7595
   5525.9700   4950.7700     25.0050     22.3222
   7101.1600   4951.0400     25.4008     22.3933
   4763.9900   4951.6600     25.6484     22.6017
   5482.6100   4952.1800     26.5951     23.6215
   6060.4700   4951.6900     24.9547     22.2433
   3695.0600   4953.2700     25.5804     22.5030
   5285.8700   4953.1700     25.5520     22.8163
   5981.8000   4953.0400     24.7040     21.9973
   6002.8100   4953.2800     22.5914     19.6150
   6429.7600   4952.5000     25.6477     22.9196
   7027.7600   4953.4400     25.7650     22.8201
   7469.7100   4952.4900     25.0023     22.0129
   2659.4200   4953.6800     25.2103     22.4516
   5097.1900   4953.8400     23.4204     20.4975
   5206.7900   4954.1000     20.0657     17.0488
   5869.7300   4954.3700     26.7582     23.4707
   6091.5400   4953.6200     25.3245     22.4941
   6102.3700   4954.3600     24.5717     21.7888
   6973.4800   4953.7100     24.9614     22.0179
   7310.6200   4953.7200     24.1330     21.0441
   3161.6600   4955.2200     26.8107     23.6755
   4142.3800   4955.1100     25.2479     22.0441
   5567.9400   4954.4800     26.6272     23.5807
   6366.0900   4954.9400     25.7904     22.9654
   6479.8300   4954.7300     24.8100     22.0230
   6496.7000   4954.9300     25.8170     22.8463
   6650.7000   4954.8100     24.5790     21.6179
   7245.9200   4954.6200     24.6365     21.6630
   7554.3700   4955.0100     25.8909     22.9787
   3445.5100   4956.2000     25.6966     22.6924
   4802.8300   4956.0100     25.9349     22.9597
   4934.5500   4955.6500     32.6866     23.0425
   5056.9500   4955.7300     25.3574     22.3984
   5658.4400   4955.6500     24.5947     21.7846
   5692.5700   4955.7400     25.2719     22.0685
   6335.1500   4955.6300     25.8469     22.8036
   7092.5200   4956.4100     25.6729     22.6363
   7142.3300   4955.8900     24.4949     21.4466
   3120.1500   4957.0700     24.7531     21.7578
   3818.5300   4956.5300     25.6691     22.5545
   5800.6000   4957.1100     21.5662     18.3768
   6415.7900   4957.0600     26.1606     23.0748
   6923.0000   4956.7000     26.8373     23.6270
   7056.7400   4957.4200     25.8143     22.7433
   3780.5300   4958.1100     25.9080     22.8094
   4754.2300   4958.2400     25.4963     22.3026
   4974.8600   4957.5300     25.5345     22.3735
   5328.4600   4958.1400     25.1673     22.4793
   6328.4000   4957.5900     25.5759     22.7080
   6428.7300   4958.1600     26.1112     23.1138
   6736.2600   4957.5100     25.4605     21.5245
   4854.6600   4958.9200     24.8979     21.9412
   5576.7000   4958.7500     24.7039     21.9658
   5903.0400   4959.3000     26.0142     23.2581
   6071.6100   4958.9100     24.9024     22.1145
   6267.4200   4958.6900     22.9306     19.9553
   6465.5400   4958.7400     24.8252     21.9753
   6560.3200   4959.1300     24.9034     22.1227
   7080.3600   4959.4000     24.6333     21.5675
   5940.8100   4959.5300     27.1609     23.9219
   6665.7100   4960.4400     25.0008     22.3551
   7234.3100   4960.1400     27.2214     23.6526
   7279.8300   4960.3500     24.2056     21.3096
   7366.2900   4959.4800     24.7582     21.7942
   7433.8400   4960.0500     25.0016     22.0634
   4631.6800   4960.7700     25.7173     22.4357
   5183.1500   4961.4500     23.8052     21.3112
   5536.2300   4960.9100     24.0004     21.3047
   6519.9600   4961.2800     24.8435     21.9659
   6543.1200   4960.5600     24.4665     21.6949
   6608.7000   4960.8700     26.2290     23.4621
   7181.9300   4960.6900     25.3801     22.4601
   7291.3300   4961.3400     25.5496     22.7019
   7610.5600   4961.3700     25.3419     22.4546
   3927.9300   4961.5600     26.6986     23.7262
   4791.0100   4962.0500     25.4312     22.2023
   5839.6500   4961.8500     26.1566     23.1191
   7351.7900   4961.7400     25.3626     22.4002
   2774.9300   4963.2800     23.1290     19.9702
   4529.3200   4962.9900     26.5464     23.4022
   5305.9100   4963.2100     23.9870     21.3859
   5436.3400   4963.3200     25.7456     23.0038
   5492.6400   4963.4800     24.0588     21.3754
   5975.3200   4962.5000     25.7935     23.0296
   7328.8600   4963.3700     24.6428     21.6854
   4845.8200   4963.7000     22.9494     19.8199
   5590.0000   4964.1400     23.7744     21.0224
   5751.3200   4964.3300     25.1612     22.5190
   5819.1000   4963.6700     24.4105     21.6889
   6776.4800   4964.2800     20.6058     17.7122
   7462.6000   4963.9600     25.1374     22.0612
   3173.8400   4964.7300     24.6523     21.6668
   4139.0900   4964.6000     25.8682     22.6403
   4443.9200   4965.4600     24.5023     21.2481
   4756.6500   4965.3200     26.0461     22.8396
   4774.3400   4965.0200     23.8840     20.7056
   5609.7200   4964.8900     25.0147     22.1179
   6290.8200   4965.3100     26.7015     23.4708
   6957.6100   4965.3400     24.8694     21.8333
   2912.9400   4965.8500     25.2601     22.3840
   3318.8100   4966.4300     26.6119     23.6674
   3838.0500   4966.1100     26.6038     23.4087
   4577.7800   4965.9100     25.6410     22.6284
   4878.2200   4965.5500     25.3722     22.3404
   4940.6100   4965.8000     24.0338     21.0357
   5794.4400   4965.9600     25.1930     22.2224
   5835.5100   4965.6500     25.8250     23.0880
   6596.7500   4965.5900     24.1104     21.0949
   6763.9500   4965.5400     24.6857     21.9233
   7046.4300   4965.8400     24.9534     21.8187
   7374.8200   4966.4000     23.1728     20.0526
   3893.9700   4966.7800     25.2254     22.3750
   4892.2900   4966.5300     25.6254     22.7421
   6024.2300   4967.3900     26.6642     23.7767
   7031.8500   4967.3800     24.9048     21.8245
   7339.5000   4967.4600     24.7418     21.9022
   2703.0000   4968.3300     26.7178     23.5846
   3875.6300   4968.4300     24.1771     21.2080
   6219.0500   4968.1600     18.8722     15.5680
   6500.3800   4968.2500     24.5104     21.5978
   7241.5200   4968.3500     24.3848     21.5134
   6049.6100   4969.4100     26.0027     23.1056
   6454.9200   4969.1800     22.9241     19.9245
   6624.2200   4968.6500     23.6599     20.7314
   6925.1700   4968.8600     26.3183     23.4518
   5472.4900   4970.0800     22.9070     20.2263
   6148.7000   4969.8300     24.4570     21.6153
   6490.9200   4969.8000     24.5104     23.2827
   7441.9900   4969.9000     26.3035     23.1116
   2580.0900   4971.4800     24.0792     21.3202
   5800.5500   4971.1100     25.0739     22.4136
   6127.8900   4971.3800     23.3900     20.5196
   3126.0400   4972.2900     25.3796     22.5388
   3555.9500   4972.0300     25.8079     22.7705
   4861.7700   4971.7800     24.8613     21.9576
   5662.1400   4971.5500     26.0843     23.3082
   6419.0800   4972.1100     20.5422     17.4381
   7160.2800   4971.8400     25.1436     22.0633
   7477.4400   4972.1700     27.1183     23.3646
   7511.5300   4971.6700     27.6255     21.7533
   7548.7100   4971.5900     25.8230     22.8228
   4505.7600   4972.7100     26.6015     23.3864
   5091.8300   4972.9100     20.7190     17.7206
   5783.0700   4972.9700     24.9196     22.2981
   5940.4800   4973.1800     23.7681     20.9245
   5977.0700   4973.3000     23.4255     20.4982
   4822.5000   4974.1000     25.7680     22.5144
   4877.1900   4974.3700     25.5452     22.6338
   5516.3500   4973.5200     26.2563     23.5969
   7590.6500   4973.6300     25.2751     22.2207
   4490.8800   4975.3400     26.2861     23.2502
   5292.0000   4974.9900     25.0724     22.3233
   5359.6900   4975.0100     25.3767     22.6139
   5897.1700   4974.6400     24.6872     21.9388
   6975.5900   4975.2200     26.3072     23.2987
   7134.1500   4975.3100     26.2508     23.4395
   7347.1000   4975.0000     26.1750     23.1557
   4070.4700   4976.3100     25.1816     21.9682
   5254.8700   4976.0600     25.6265     22.8454
   7581.5200   4975.8100     25.9656     22.9316
   3147.0700   4977.0000     26.6119     23.4341
   4408.3500   4977.1300     27.4601     23.7936
   4898.0500   4977.1700     24.8481     22.0816
   6293.0800   4977.3000     22.6586     19.6698
   6658.5300   4977.3700     24.9531     22.2283
   7005.8400   4977.2900     25.4453     22.5459
   5396.9200   4977.8500     20.8641     17.9638
   5765.3900   4977.9800     25.3387     22.5187
   5813.7400   4978.1000     21.0459     18.1631
   3638.7200   4978.8500     26.8746     23.8800
   4416.9600   4979.0200     26.7000     23.5419
   4700.2800   4979.0900     25.6310     22.3560
   6255.4700   4979.1400     26.3135     23.3858
   6432.5100   4978.5800     26.7716     23.6348
   3558.2400   4979.7600     25.3819     22.3780
   5022.1500   4980.0100     25.1562     22.3683
   6043.2800   4980.0200     25.3141     22.4945
   6520.2500   4979.4700     24.5195     21.6035
   6539.3400   4979.6700     25.5994     22.8802
   7283.6900   4979.8200     26.3405     23.6488
   3184.2300   4981.1700     25.8668     23.1918
   4138.5800   4981.1400     26.2433     22.8655
   4395.1500   4980.6900     25.5952     22.4474
   5602.4100   4980.9500     25.7148     22.9027
   6029.3600   4980.5900     22.8678     19.9990
   6352.6700   4980.6400     26.5113     21.7159
   6370.5700   4981.1500     24.1900     21.2655
   6739.8300   4981.0100     25.1926     22.4082
   3993.8200   4981.4900     24.9856     21.9395
   4051.4200   4982.4300     26.3351     23.9337
   5031.1800   4981.8100     24.8487     22.0273
   5733.7900   4981.8900     20.4436     17.5962
   5832.6000   4981.5300     24.9394     22.1125
   5917.0900   4982.1100     25.7055     22.9041
   6402.8800   4981.6700     25.6599     22.7029
   7060.6400   4982.3600     26.2382     22.9636
   7521.7000   4982.3600     23.6144     20.4683
   5614.4500   4983.3900     23.5327     20.7109
   6268.5600   4983.0200     25.9616     23.1867
   7209.2400   4983.2100     25.7824     22.8659
   7534.3300   4982.7500     27.2815     23.9817
   7588.0700   4982.9900     23.9456     20.9634
   4264.3800   4983.8000     26.6334     23.2261
   5311.7000   4983.6400     24.8337     22.1069
   5656.4800   4983.4800     26.7187     23.5174
   6343.5200   4983.8200     26.3729     23.3524
   6425.1100   4984.0100     24.2662     21.5311
   7418.9600   4984.0900     25.3984     22.2402
   3648.7200   4984.6000     26.6731     23.4164
   3888.0000   4984.5800     26.1622     23.1858
   4239.7000   4985.2900     26.0419     22.6478
   5756.4500   4984.5000     24.4491     21.5989
   7328.0900   4985.1200     25.6818     22.5616
   4871.0300   4986.2400     22.9858     19.9702
   5526.8400   4985.7000     24.4522     21.7390
   6483.9500   4985.7800     25.3005     22.5030
   6598.8000   4986.4800     21.0056     17.9550
   7164.5700   4985.9400     25.3374     22.3467
   7483.5300   4985.5800     26.4177     23.7495
   3103.9800   4987.1400     24.8880     21.9658
   3660.1400   4987.0500     26.6207     23.4937
   4097.9600   4987.2400     26.2261     22.7749
   4902.3400   4987.4400     26.9421     23.8550
   5414.1200   4986.9800     24.6856     21.9256
   5545.5000   4986.5300     27.0083     22.2658
   5719.1300   4987.0900     24.7713     22.0662
   6128.2000   4986.8600     25.8688     22.9519
   6990.2800   4986.7100     24.5164     21.4624
   4846.5100   4987.5600     24.3655     21.4322
   4950.5800   4987.8900     26.5766     23.3912
   5970.8800   4988.0400     24.2545     21.4500
   6073.3900   4988.2500     24.8805     22.0265
   6143.5400   4988.0000     26.0027     22.9933
   6541.4300   4988.0000     25.5994     23.4107
   6656.9500   4987.5700     26.1430     23.1644
   6668.6000   4987.9200     25.7554     22.7222
   7196.4300   4987.5400     26.1390     22.9670
   7380.9600   4987.5200     25.5325     22.5785
   4577.9400   4988.8800     25.6035     22.5320
   5665.3600   4988.5200     24.1860     21.4943
   5690.5000   4989.2000     23.4087     20.5556
   5819.5100   4989.3400     24.8034     21.9279
   5866.4600   4989.4100     24.3795     21.6172
   6193.6300   4988.8200     24.4790     21.6839
   6758.3600   4988.6600     22.1030     19.1384
   6879.1800   4988.9700     23.5082     20.5001
   3703.2000   4990.4600     23.3786     20.1861
   4545.1900   4990.4400     24.9112     21.8095
   4669.8900   4989.7600     25.8037     22.6666
   5378.9300   4990.2700     26.8423     24.0923
   6085.6500   4990.0200     26.3801     23.4013
   6470.6200   4989.4600     26.8627     23.6340
   6792.8000   4990.2300     20.7653     17.8225
   7294.5600   4989.8100     26.8376     23.4302
   3250.2600   4991.0200     26.3279     23.2462
   4489.3800   4990.9300     27.1036     23.6761
   5044.8800   4990.5300     25.4775     22.6623
   5101.3000   4991.4500     23.4963     20.5327
   6173.2600   4990.8300     24.0735     21.3062
   7151.1300   4990.5000     25.7392     22.4948
   3862.3200   4992.2000     25.3636     22.1945
   4187.2200   4991.6100     26.3408     23.3165
   5287.5100   4992.0800     23.8691     20.9094
   5832.6000   4991.5000     26.0646     23.0358
   5882.3500   4992.0500     26.4240     23.6786
   7363.3900   4992.1700     25.5813     22.4676
   7542.1700   4992.2400     23.8758     20.8398
   3212.1800   4993.2300     26.1694     22.8733
   4438.4000   4993.1900     25.2130     22.1399
   5704.2800   4993.4700     24.1542     21.7781
   6905.3300   4992.9800     20.8865     17.8302
   4921.6700   4993.8400     24.3496     21.3926
   6034.1600   4994.3500     26.8685     23.2918
   6771.2300   4994.4400     25.8069     22.8635
   6815.9500   4994.1800     26.9196     23.4791
   6838.9500   4994.2100     24.4142     21.5390
   7481.0700   4994.1900     26.7342     23.4511
   3553.3800   4994.9600     25.5244     22.6660
   3780.6200   4995.0100     25.7739     22.9243
   6953.9600   4995.3300     25.6645     22.6002
   6972.4400   4995.3800     26.5659     23.4318
   7002.5200   4995.4700     26.8276     23.6935
   7117.4500   4994.4800     25.1895     22.2376
   6364.7600   4995.7100     25.8569     23.4208
   6624.9500   4996.0300     23.8735     21.1635
   4101.5800   4997.0800     25.2497     22.0926
   5617.6000   4996.6800     23.0741     20.2396
   6221.9200   4997.4300     23.5524     20.6445
   6415.3200   4997.0300     25.0712     22.2192
   6825.6200   4997.4400     22.2330     19.3012
   3507.3700   4997.6600     23.0090     20.0774
   4039.6800   4997.8400     24.5049     21.4273
   5505.9800   4998.3600     25.3282     22.6092
   6261.0800   4997.6300     26.0682     22.8765
   6516.0000   4997.7600     24.0993     21.2582
   7107.8800   4998.4500     25.4382     22.5033
   4346.2400   4998.9100     26.1581     23.1631
   6313.0900   4998.7500     25.1977     22.4430
   6585.1800   4998.9000     24.7978     21.7805
   7214.3600   4998.6600     25.1870     22.2819
   4209.3000   5000.2800     25.9421     22.9511
   4718.8700   4999.8100     25.6116     22.6124
   4745.6100   5000.2700     24.9597     21.8664
   5558.8200   4999.6800     22.6270     19.8063
   5738.3600   4999.9400     25.6389     22.8083
   5759.4700   5000.2200     24.6569     21.6625
   6856.3500   5000.2000     26.2013     22.4338
   6879.0200   4999.6700     24.8627     21.9761
   6889.8400   5000.2700     25.4335     22.6050
   7160.8500   4999.9200     27.2139     23.4992
   3419.2600   5001.2500     24.6815     21.6219
   3830.7500   5000.7800     25.0659     22.0893
   4249.0400   5000.5000     25.9536     22.9001
   5086.5600   5000.6300     24.2610     21.4280
   5348.8200   5000.4200     26.4057     23.3679
   5491.2400   5000.7200     23.6482     20.8750
   6002.2900   5000.8500     26.6400     23.5058
   6327.4500   5000.5700     24.4469     21.5723
   7425.8000   5000.7700     25.4248     22.2870
   2626.3500   5001.9200     24.4443     21.4460
   4325.6900   5002.2500     26.3938     23.2277
   4871.5100   5001.7400     25.1950     22.1720
   5543.8300   5001.5000     25.4913     22.6834
   5811.3300   5002.2700     23.6280     20.9521
   5976.6000   5002.0700     25.3210     22.5269
   6210.8800   5001.9600     26.4437     23.4736
   6541.5800   5002.1200     24.7083     21.8551
   6591.3700   5001.7100     25.9162     22.8421
   6634.2800   5002.0500     26.6848     23.7360
   6714.1900   5001.7700     24.8983     22.1314
   7047.0400   5001.6800     25.7363     22.8855
   7335.8300   5001.7500     25.1424     22.1128
   4990.4900   5002.8700     26.5724     23.5530
   5389.1800   5003.3700     24.1653     21.5245
   6682.2800   5002.8000     23.7521     20.8042
   5190.3400   5004.4700     24.0021     21.2249
   5310.8000   5004.2900     25.0961     22.2265
   5787.8500   5003.5900     26.6287     23.3742
   6048.5400   5004.4100     25.2311     22.2390
   6250.9400   5004.2600     23.9622     21.1036
   6363.3900   5003.5700     25.8569     23.0297
   6385.0500   5004.1000     26.5979     23.8404
   6603.6700   5004.4300     25.6349     22.6550
   7444.5700   5004.0800     26.8421     23.6594
   7626.7600   5004.2200     26.3616     23.2297
   2864.8100   5005.0700     25.6437     22.7422
   3204.4400   5005.1400     26.9787     23.8783
   3535.6800   5004.9600     23.9081     21.0118
   4845.7800   5005.3200     24.5534     21.5579
   5328.8600   5005.0300     24.7885     22.0542
   5596.1200   5004.5900     26.1221     23.1274
   5852.0300   5004.9000     25.5728     22.8343
   5990.2700   5004.8200     24.8595     22.1677
   6747.0000   5005.1600     25.3993     22.6073
   7228.4600   5005.4600     32.6866     22.6050
   3626.4000   5005.8300     25.3193     22.3575
   5431.9300   5005.8600     24.4864     21.6934
   5529.3400   5006.4400     26.1538     23.2409
   6128.2200   5006.0000     25.5115     22.8083
   7358.9800   5006.2500     23.9075     20.7710
   7612.7000   5006.1300     23.5404     20.4127
   4724.0700   5007.2300     27.1100     23.6832
   5621.6900   5006.5600     25.0251     22.3611
   6030.2800   5007.3000     24.4012     21.6894
   6922.0500   5006.4600     26.3458     23.4110
   7534.3400   5007.1300     26.7309     23.6700
   4379.1600   5007.8100     25.3842     22.1000
   5195.0700   5008.4600     24.4664     21.6730
   5295.8300   5007.4600     25.0236     21.8891
   5918.6000   5008.0000     26.2625     23.3922
   6664.0900   5008.0400     24.4787     21.6123
   6696.9400   5007.7500     23.6746     20.7711
   6767.8900   5008.3000     24.9455     22.1789
   6795.8700   5008.2100     26.4012     23.5666
   7115.9300   5008.3800     25.6066     22.4922
   7319.4100   5008.2600     23.1042     19.9766
   2734.9700   5009.0800     25.8660     22.5626
   4450.6300   5008.8300     25.8380     22.5537
   5593.7300   5009.2100     27.0013     23.7633
   5828.4200   5008.9800     25.8625     23.0934
   6219.8500   5008.5600     25.6019     22.7588
   6508.4800   5008.9400     25.3619     22.3271
   6947.8700   5008.9700     25.7891     22.7756
   7189.3800   5008.5300     26.7051     23.5672
   3500.4800   5010.0800     25.5271     22.7275
   5071.8400   5010.4100     20.0274     17.0028
   5282.5200   5010.1900     25.0032     22.2274
   5371.6000   5009.5300     25.6400     22.8200
   5894.3400   5009.5700     22.7948     19.8961
   5932.7700   5010.0100     24.8436     22.0999
   5945.6200   5009.8000     26.1518     23.2221
   6240.3800   5010.2300     26.1796     23.3399
   6326.1100   5009.6100     24.8273     22.0968
   6623.2200   5009.7700     24.7947     21.9859
   7446.5100   5010.0200     27.5514     23.6544
   4193.7600   5010.8300     26.6569     23.3840
   6060.0500   5011.2800     25.1994     22.3291
   6348.7500   5011.1900     23.7748     20.7573
   6369.7000   5010.7600     25.9724     23.0058
   6990.2600   5010.9400     24.4237     21.2971
   7287.0900   5010.8500     25.7506     22.8398
   5717.7700   5011.9800     24.8681     22.2060
   6037.7100   5011.6000     24.4262     21.6764
   6311.1800   5011.6900     24.4406     21.4970
   6545.9200   5012.2900     26.1445     23.1889
   7237.7300   5012.0400     26.6530     23.5107
   3343.9700   5013.4100     24.2424     21.3004
   4476.9800   5013.1000     26.7380     23.0076
   4725.1800   5012.5300     26.6968     23.7890
   4803.5300   5012.5100     26.1258     22.7709
   4812.7600   5012.9300     25.7137     22.5274
   4896.2300   5012.8300     25.7757     22.8229
   5378.8500   5012.8100     25.6201     22.7865
   6440.7700   5013.1400     25.3005     22.3394
   6830.0700   5013.1500     23.5368     20.5879
   6900.5400   5012.7200     23.9254     21.0655
   7182.4600   5013.3800     26.5020     23.5570
   7261.6900   5013.3400     25.5532     22.4924
   3349.8100   5013.5500     25.7182     22.5922
   4907.7200   5014.4600     25.9837     23.3379
   5091.8700   5013.4800     25.2963     22.3890
   5318.6200   5013.9400     25.5748     22.8339
   5668.7800   5014.1300     27.1611     23.8257
   5981.8500   5013.7600     25.6684     22.9262
   6089.7200   5013.6000     23.8573     21.0990
   6275.8300   5013.8300     25.3170     22.3306
   6874.2100   5014.0700     24.8896     22.0330
   6886.1100   5013.8900     24.2820     21.4736
   5434.8200   5014.8500     24.1278     21.3946
   5681.0400   5014.7800     26.3927     23.6045
   6230.8000   5015.2000     23.6689     20.6930
   7045.6400   5014.5900     25.2493     22.2025
   7103.4800   5015.0700     25.0499     22.0060
   7385.1400   5015.2400     25.2422     22.1379
   4303.2200   5015.6500     25.1065     21.9233
   4547.2300   5016.1200     27.0528     23.5730
   5000.4200   5016.0400     26.4347     23.1341
   5448.1700   5016.1500     25.0296     22.2942
   5640.5800   5016.0500     21.9877     19.1506
   6017.4200   5015.8200     25.0596     22.1395
   6196.6200   5016.0000     24.3085     21.4561
   7517.4900   5015.7000     26.6889     23.7025
   4815.8900   5016.7700     25.4394     22.4843
   7019.3600   5017.4100     25.5628     22.4988
   2860.8300   5018.0900     25.9957     22.9731
   3675.2200   5018.2000     26.9690     23.4262
   4629.2100   5018.2300     25.8149     22.6749
   5048.9600   5017.6700     22.7484     19.7470
   5266.2600   5017.5800     25.4472     22.6430
   5386.2700   5018.2700     27.1557     23.1578
   7553.4900   5017.5600     24.4908     21.4934
   5613.8500   5018.7200     23.9732     21.2379
   5800.4000   5019.1500     25.8932     22.7200
   5874.6800   5018.7100     25.1717     22.3010
   6220.3700   5019.3900     23.5968     20.7649
   6929.1200   5019.2900     19.0533     17.4931
   6964.5000   5019.3100     25.7465     22.8017
   7166.5100   5019.4900     20.2267     16.8961
   3634.7900   5020.0600     26.8251     23.7330
   5023.4200   5019.4900     24.8847     22.1098
   6382.6000   5020.3200     25.3513     22.4370
   6535.5800   5019.6000     24.6363     21.7333
   7342.4000   5019.5100     26.9483     23.8134
   4084.1200   5021.4000     22.4546     19.2125
   5370.2500   5020.7200     24.4185     21.6602
   5706.2400   5021.1200     24.6299     21.6607
   6479.4000   5021.2000     23.6159     20.5537
   6629.0200   5020.5700     25.6576     22.4121
   7225.0300   5020.9600     24.1271     21.1380
   3304.4100   5021.7700     26.2631     23.5272
   4658.8400   5022.4100     26.5217     23.7027
   5988.4000   5021.4900     24.4961     21.6813
   6469.9600   5021.9100     24.8204     21.8850
   7332.8000   5022.0600     27.2017     23.7859
   4068.9800   5023.0000     27.5534     21.9189
   4976.1800   5022.7300     26.3999     23.2995
   5528.1300   5023.2200     26.4966     23.5202
   5569.0700   5023.2200     25.9890     22.9992
   6276.9200   5023.3200     23.9330     20.9779
   7367.9100   5022.8700     24.7541     21.7301
   7404.3800   5022.7400     25.1778     22.0808
   2937.1500   5023.9600     25.2375     22.3701
   4139.2000   5024.3100     24.7792     21.4820
   4755.4800   5023.9400     26.5540     23.0535
   5654.0700   5023.5200     26.4493     23.9112
   5834.6700   5023.4700     25.3037     22.7600
   6437.0800   5024.2100     25.0821     22.2480
   6557.4800   5024.2400     24.5555     21.6463
   6679.6800   5023.4300     25.3668     22.3811
   7205.0400   5024.3100     22.3169     18.8470
   3830.7300   5025.1100     27.5313     22.9112
   4721.9800   5024.8800     26.8656     23.3576
   4909.0000   5025.3300     26.2762     23.5457
   6588.1400   5025.1100     27.2539     22.2460
   6638.6600   5024.5200     26.1020     22.7385
   7122.3100   5025.1400     21.1129     17.8857
   4778.9700   5025.9100     24.3546     21.1220
   4793.3400   5025.6700     24.6623     21.6526
   4944.8600   5026.2300     25.2788     22.3839
   4962.1400   5025.7200     25.8746     22.9571
   5431.9100   5025.9500     24.7443     21.9313
   5480.7800   5026.4000     23.9378     21.2456
   4667.8700   5026.4100     26.4036     23.6941
   5858.1500   5026.9300     25.9860     23.2511
   6208.8800   5026.8500     20.8664     17.8681
   6967.9700   5026.7200     25.9525     22.8855
   6999.4900   5027.2500     22.4166     19.2722
   5324.8500   5028.1300     23.8151     20.9655
   5698.1200   5027.8800     26.9700     23.8657
   5908.9700   5028.1600     24.8653     21.8561
   6175.8900   5027.6900     24.8905     21.9584
   6714.0500   5027.6000     26.5376     20.4195
   7321.0100   5027.5700     26.0924     23.4434
   2925.3500   5029.2900     24.6034     21.7711
   4427.6200   5029.2400     23.0222     19.7358
   6703.8400   5029.3600     26.7137     23.8435
   7043.9600   5029.1500     26.4931     23.4980
   7102.6200   5029.4300     24.4990     21.5384
   7280.4300   5028.8400     24.6702     21.6867
   7528.7100   5028.9100     25.2015     22.4620
   7589.5300   5028.8300     19.0061     15.3429
