    X           Y            F606W      F814W
   5856.1500   6682.3700     21.4501     18.1594
   6032.2800   6681.6300     24.2836     20.9718
   6395.1100   6682.3400     21.3444     18.0161
   6765.9700   6682.2400     22.3437     18.5948
   7224.8100   6682.1800     26.0420     22.7388
   7491.3000   6681.9500     25.0507     21.7742
   7634.7600   6682.4500     25.9370     22.6852
   4638.8800   6682.8600     26.3458     23.2427
   5607.8900   6683.3000     23.6902     20.5864
   5769.8900   6682.6400     26.0254     21.9800
   5975.8700   6683.1200     24.5986     21.2265
   6230.5600   6683.2600     21.6886     18.3624
   6278.1500   6682.7300     24.0542     20.7721
   6532.6300   6683.2700     22.0867     18.4855
   7557.0300   6682.6200     26.3776     22.6183
   7698.5700   6682.5200     25.5904     22.5816
   5340.4200   6683.9900     25.9118     22.8865
   5694.3700   6683.7600     24.7249     21.6577
   6131.1700   6683.6100     26.1142     22.3997
   7370.4700   6683.7300     21.4186     18.0777
   7439.1500   6684.1900     27.3774     22.7410
   7459.0400   6684.1800     21.5007     17.9725
   7502.3200   6683.5400     25.2682     22.0050
   7590.7400   6683.5500     23.8504     20.3863
   4545.4800   6685.0900     26.3748     23.3706
   4588.9600   6685.1600     25.4961     22.6724
   5050.2800   6684.9000     24.4370     21.5157
   5198.8900   6684.8400     26.9842     23.8832
   5657.6900   6685.3500     24.1759     21.3241
   6597.1300   6685.4600     20.9378     17.5230
   7312.2600   6685.0000     22.7819     19.1472
   4105.8600   6685.6200     25.6154     22.5598
   6176.9400   6685.5400     23.3655     19.9573
   2782.6400   6687.1600     25.2678     22.5854
   3260.8100   6686.5000     25.6057     22.6450
   5448.4400   6686.8300     26.0781     22.7315
   5987.6900   6687.1200     24.5877     21.3520
   6151.6400   6687.0900     21.8058     18.3881
   6563.0800   6687.0900     19.0609     15.5997
   6591.0300   6687.0900     21.3781     18.0326
   6880.2800   6687.0700     22.8989     19.4376
   2662.4700   6688.1500     24.1809     21.3997
   5106.7600   6687.7900     32.6866     22.1049
   5728.6700   6687.7400     24.3738     21.3105
   5794.5100   6688.0400     26.4255     23.3585
   5898.7500   6688.0800     23.6585     20.3057
   5999.6800   6687.9000     24.1448     20.7677
   6211.9900   6688.1700     20.3999     16.6186
   6434.4700   6688.2200     27.6576     19.7277
   6449.3900   6688.0600     21.1718     18.4776
   6636.4100   6687.7300     25.8929     22.3139
   6792.3000   6688.3100     18.7993     16.8158
   7068.7000   6687.7700     24.7733     21.4996
   7480.5900   6687.5900     25.6677     22.4764
   7623.2700   6688.1600     24.3197     21.1530
   7648.9100   6687.5000     23.0123     19.6374
   7684.3600   6687.5100     25.4773     22.3606
   3611.9800   6689.3700     25.0772     22.1128
   4293.9700   6688.5800     26.1694     23.0507
   4908.6400   6689.3000     26.1811     23.0733
   5063.3300   6689.4300     26.0928     23.0307
   5369.9700   6688.7600     25.7225     22.6982
   5381.3100   6688.6700     25.1096     22.0273
   5678.7200   6689.2400     23.3835     20.4246
   5738.6500   6688.5900     26.0970     22.6663
   6037.5800   6689.4800     24.8918     21.2780
   6870.0900   6689.2700     24.2797     20.8727
   7323.4500   6688.9400     25.7643     22.3867
   7608.1300   6689.3900     26.7170     23.2383
   4706.4000   6690.2500     26.3412     23.3482
   5128.2400   6690.0300     25.4534     22.4069
   5171.1500   6689.5500     26.3360     23.1763
   5492.0600   6690.4200     24.8074     21.5700
   5588.7200   6690.2900     18.5867     14.9716
   5778.6800   6690.4100     25.3865     22.3259
   5836.5000   6689.9500     24.3868     20.9174
   5873.0600   6690.3900     23.9148     20.5771
   6294.8700   6690.1900     23.0463     19.7833
   6388.8400   6689.8000     22.9142     19.5600
   6463.9000   6690.2800     23.6057     20.5423
   7729.0600   6690.3600     26.5755     23.7457
   3804.7200   6691.0600     27.2524     23.3290
   5359.3900   6691.3500     25.8088     22.8642
   5467.7600   6691.0500     24.2138     21.0960
   5536.1800   6691.2000     26.4844     22.9721
   5635.6500   6690.8100     23.9859     21.0713
   5666.6300   6690.4900     25.2574     22.2505
   5813.7800   6691.4400     26.2506     23.0542
   6083.5400   6690.7300     22.4383     18.6639
   6271.2200   6690.5600     24.7230     21.6012
   6329.0600   6691.0100     21.0458     17.6491
   6802.7700   6690.7100     22.2582     18.6155
   6835.2800   6691.0700     24.0396     20.5907
   7261.9700   6691.3100     25.5446     22.0080
   4034.9300   6691.4900     25.0195     22.0847
   4679.7300   6692.3900     25.2696     22.3991
   4982.9900   6691.9400     25.1248     22.2424
   6377.1500   6692.4700     25.2516     19.8320
   6992.0400   6691.5000     24.7731     21.4743
   7098.3800   6691.9600     26.2674     22.5936
   7124.1900   6692.3800     25.4762     22.1733
   7158.4400   6691.4500     24.7056     21.4141
   7294.1800   6692.3800     26.8219     23.5590
   7454.2400   6692.0400     21.9042     18.4553
   3104.8400   6692.8800     24.4396     21.6040
   5505.8300   6693.0400     26.2426     22.7327
   5937.1900   6692.7400     21.2781     17.9485
   6503.5100   6692.7200     20.3646     16.2640
   7401.7800   6692.9300     25.6264     22.3811
   3560.7800   6693.9500     26.4153     23.6164
   4559.8000   6693.5400     25.3603     22.4946
   4723.3600   6693.6200     25.7847     22.6548
   5078.6000   6694.2900     24.6726     21.6175
   5458.0900   6693.6300     25.4083     22.1602
   6049.2500   6694.3100     23.8897     20.4344
   6181.7900   6693.7500     24.9392     21.7471
   6257.0700   6693.8500     21.2394     18.0354
   7223.3400   6693.8900     25.5462     22.2637
   5658.0000   6694.9300     24.4173     21.5360
   6417.5500   6695.3100     21.4913     18.1041
   6526.2600   6694.8100     21.0448     17.5861
   6604.8000   6695.2200     24.7318     21.0966
   7108.4600   6694.7500     25.3445     22.0261
   7305.4000   6694.6300     27.6037     23.9384
   7427.1700   6694.6500     25.2372     22.0575
   7635.6700   6695.3200     25.8717     22.3827
   3501.5000   6695.5400     22.9517     19.8914
   4298.4400   6695.9800     26.6848     23.5048
   4582.8900   6696.2800     25.5213     22.5825
   5047.4900   6695.9500     25.4737     22.4780
   5688.2900   6695.6500     22.4534     19.3224
   6437.0400   6696.0400     23.8776     20.4484
   6588.1100   6696.1200     21.1963     17.7261
   6669.0000   6695.7000     23.2241     20.1060
   6720.8600   6695.7100     21.0928     17.2771
   7182.1100   6696.4500     25.8175     22.3414
   4691.0100   6696.6600     25.5335     22.4250
   4742.9900   6697.3800     24.8668     21.9310
   4922.5500   6696.7700     25.7718     22.6381
   5520.3200   6696.8200     27.4058     23.6664
   5703.2200   6696.9100     24.2855     21.4518
   6105.3300   6696.8900     20.7661     17.1195
   6157.7800   6697.3400     23.0897     19.5517
   6447.3100   6697.2100     22.6565     19.3628
   6535.6800   6697.3300     24.8194     20.3132
   6579.3700   6697.4800     20.6986     17.1907
   6647.1000   6697.0900     21.4630     18.1295
   7329.9700   6696.5000     22.1711     18.5700
   7392.2400   6697.4400     21.5128     18.2689
   7751.0700   6696.7500     24.5333     21.2787
   2994.2000   6697.6800     25.2648     22.5644
   4125.6700   6698.1500     25.3091     22.2477
   5365.4300   6697.9100     23.6291     23.3998
   5992.2800   6697.6400     25.2690     22.0467
   6065.5100   6698.4300     22.6215     19.2713
   7024.4400   6698.1200     19.7937     15.7309
   7478.3200   6697.5700     26.3709     23.5157
   7554.4600   6697.8600     27.1019     23.8981
   3070.6700   6699.2500     22.8118     20.0042
   4224.0600   6698.5900     25.5341     22.5292
   5308.5100   6698.6000     25.3016     22.3496
   5440.8500   6699.0200     25.7219     22.7115
   5734.9600   6699.4300     25.9810     23.0636
   6337.2400   6699.3100     23.0799     19.8460
   6626.7700   6699.3700     21.4830     18.1548
   7076.6900   6699.0200     21.0674     17.3786
   7730.5900   6698.7000     24.7476     21.4602
   4331.7600   6700.1600     24.5865     21.5841
   4702.8100   6700.1200     25.1917     22.2998
   4775.7700   6700.0100     26.3804     22.8667
   5110.4000   6700.3100     25.7917     22.8453
   5796.9700   6700.2800     26.7685     23.0839
   5865.9800   6699.4900     24.1563     20.9249
   5892.2300   6699.5500     26.4777     22.8424
   6032.9900   6699.7000     25.2009     22.0509
   6171.7200   6700.2600     24.8977     21.5914
   6391.7800   6700.2200     22.0075     18.7159
   6655.2200   6699.6600     19.5848     15.8418
   6754.5600   6699.9800     24.3077     21.1094
   6971.1700   6699.8600     22.2197     18.6719
   7196.9000   6699.8100     25.1460     21.9486
   7258.1700   6700.0200     26.2056     22.5757
   7403.4700   6700.2700     26.0505     22.7916
   7588.2000   6700.0500     26.5147     23.1217
   7705.8200   6699.9600     26.3760     23.1105
   3385.2100   6701.0300     21.0064     17.9354
   4170.2500   6701.3400     25.0784     22.2125
   4591.6400   6701.1900     26.5018     23.4442
   4689.2800   6700.7400     25.1347     22.0725
   5151.0200   6700.5700     25.7995     22.6803
   5827.0400   6701.3900     26.5791     23.4474
   5945.8000   6700.6200     21.5307     18.2107
   7279.8300   6701.2400     25.4071     22.0342
   3265.8500   6702.4800     25.7599     23.0076
   4371.4500   6702.1700     25.4715     22.4068
   5024.1000   6701.7100     24.1120     21.1252
   5423.6700   6702.0600     20.9327     17.8422
   6072.3200   6701.9200     21.9849     18.4812
   6188.9100   6702.2200     21.5585     18.2334
   6299.1900   6702.0700     23.7722     20.5230
   6368.1200   6701.7100     23.8150     20.5449
   6737.9800   6702.3600     24.2369     20.8180
   6866.1000   6702.1700     22.3121     19.2294
   7291.1600   6701.8200     25.7997     22.3366
   6094.1900   6703.3200     24.1405     21.0111
   6580.2900   6702.8500     20.2903     16.3031
   7423.8700   6703.1600     25.9625     22.6210
   7500.5600   6702.9800     24.3895     21.0054
   3426.6600   6703.5900     26.4722     23.3468
   4387.7400   6704.4700     26.9885     23.4868
   5465.2700   6703.5400     25.6604     21.8974
   5616.6200   6703.8700     25.1795     21.0859
   5767.9000   6704.4400     23.0327     20.0069
   5920.1300   6703.9100     26.7502     23.3949
   6049.3800   6703.8900     23.8897     19.8109
   6324.5800   6703.6400     23.8549     20.6454
   6344.3100   6704.4700     21.5699     18.1751
   7513.3000   6703.6100     26.3025     22.5768
   4347.4600   6705.4800     24.8199     21.5969
   5352.7800   6705.4700     23.3217     20.4465
   5367.7200   6705.3400     23.6291     20.7276
   5552.7400   6705.4800     22.2182     19.1246
   5747.5600   6704.8600     25.1917     22.3326
   6596.7100   6704.7500     21.9116     18.5395
   7701.3900   6705.0100     26.5663     23.5725
   5717.8700   6706.3100     24.1728     21.1060
   5856.3100   6705.9300     26.3084     22.7233
   6446.5500   6706.2800     23.0018     19.6891
   6471.0600   6705.8900     21.1690     18.0051
   6887.9600   6706.3500     25.1748     21.6634
   7119.6200   6706.2700     25.3900     21.8377
   7340.3000   6706.0500     21.9267     18.4760
   7357.4100   6705.8000     21.5198     18.0666
   7463.8100   6705.6100     26.3885     22.9507
   7547.4600   6705.9600     26.6467     23.2570
   7640.3300   6706.4300     27.5415     23.4577
   4055.3000   6707.2800     25.5229     22.7520
   5521.7500   6706.4800     26.3224     23.3008
   7129.7400   6707.2900     26.1876     22.7156
   7325.5500   6706.7900     25.8937     22.4390
   7364.2800   6707.3900     21.3722     17.8991
   4012.7100   6708.2300     24.0953     21.2252
   5664.1100   6708.1000     23.7882     20.7830
   5756.6500   6708.4100     23.0261     19.8909
   5799.9300   6707.5900     23.2905     20.0755
   6403.1500   6708.1100     21.1633     17.6232
   6503.6200   6707.8300     24.1374     20.7304
   6552.4300   6707.5600     21.6322     18.1718
   6719.9700   6708.4100     23.4421     19.9877
   7513.5000   6707.9700     26.1800     22.6235
   7528.0900   6707.5800     26.5549     23.3733
   7557.1100   6708.2100     24.5201     21.1827
   7748.4400   6708.2600     25.9630     22.8201
   3181.4900   6708.8000     26.5760     23.6598
   4609.0900   6709.2600     26.2736     22.9827
   4757.4100   6708.6800     26.4340     23.1693
   5605.8400   6708.8300     26.0157     23.7028
   5645.9300   6708.6100     24.1786     21.2426
   5810.8300   6708.9900     25.8516     22.5916
   6661.5300   6708.9600     22.2368     18.8997
   6698.8900   6708.7900     24.2027     20.8323
   6993.4600   6709.3000     25.5356     22.1989
   7052.2400   6709.2300     24.9429     21.5362
   7606.1500   6708.5400     25.6038     22.3144
   3686.9600   6709.5600     27.6153     23.3076
   4651.8900   6710.0100     25.0522     22.0646
   5138.4100   6710.3200     25.8459     22.9266
   5428.4600   6710.0100     22.7175     19.6152
   5561.9400   6709.7400     27.0527     23.7052
   5816.5900   6710.3800     25.6777     22.4666
   6132.0700   6710.1300     21.6912     18.2207
   6490.7800   6710.2500     23.5014     20.4826
   6669.8800   6709.5700     23.0149     19.5820
   7004.5800   6709.7500     22.9024     19.2385
   7042.2800   6710.0000     24.1105     20.6332
   7447.2600   6710.2100     26.3319     22.8119
   7656.9100   6709.7800     24.6077     21.3858
   2943.7800   6711.2600     26.0083     23.1327
   3016.0000   6710.8400     25.1274     22.8054
   4587.2800   6711.1000     26.3937     23.4516
   4800.2800   6710.8600     24.3659     21.3548
   6016.3100   6710.7900     24.6575     21.0575
   6354.4000   6711.0500     21.2154     17.7728
   6539.8400   6711.2200     21.3623     18.1326
   7625.6800   6710.5500     23.0906     19.6023
   2686.2600   6712.4700     24.7143     21.9136
   4132.9800   6711.7500     24.8673     22.0273
   4893.0500   6711.5800     24.8563     21.9663
   5380.4200   6712.3600     25.6693     22.7503
   5696.2100   6711.6600     24.6115     21.6068
   5898.2100   6711.7600     24.8056     21.4942
   5399.6400   6712.4700     27.1687     23.6623
   6475.0300   6712.9200     21.5192     18.2660
   6765.0600   6713.2500     23.2410     19.7704
   7373.5400   6713.1500     25.7630     22.5458
   7485.2300   6713.1400     25.1970     21.9613
   7592.9200   6712.7600     25.8981     22.6800
   4271.5800   6713.8700     26.5029     23.4405
   4321.5900   6714.1400     24.6365     21.6301
   4662.3300   6714.2500     26.9866     23.4034
   4742.6200   6714.0400     25.6234     22.4291
   5127.6200   6714.4300     25.0457     21.9033
   5314.8400   6714.1200     25.2488     21.6000
   6644.1000   6713.8200     20.4323     16.5227
   6877.1900   6714.4500     24.9259     21.4699
   7283.0700   6713.9700     26.9378     23.7441
   7515.4900   6713.8600     25.4938     21.9063
   7705.0700   6713.6000     24.3931     21.1367
   3980.5800   6715.1600     25.4420     22.4255
   4207.4800   6714.9100     25.2708     22.3331
   6378.4300   6714.5200     22.9454     19.7492
   6449.2100   6715.3700     20.4533     16.9937
   7638.3400   6715.3600     25.6927     22.6470
   3366.2100   6716.4400     25.9048     23.2404
   4073.3400   6715.8900     25.2987     22.4267
   4768.4400   6716.3900     26.4162     23.0499
   5184.7500   6716.4000     24.4417     21.3263
   5414.5200   6715.6300     24.4383     21.4755
   5658.4700   6715.8100     20.8103     17.8230
   5830.3900   6716.2800     24.7460     21.6216
   6043.7800   6715.9100     24.8983     21.4003
   6602.9300   6715.9600     21.3664     18.1379
   6926.9600   6715.7400     20.8200     17.1021
   6988.7300   6715.7300     25.0653     21.4041
   7076.8200   6716.0100     26.7716     23.3858
   7384.1000   6715.9100     26.3056     23.0611
   7674.5900   6715.8800     25.1115     21.9519
   5006.0900   6717.3200     25.0806     21.9796
   5594.5000   6717.0600     23.0549     20.0974
   6356.0300   6717.1500     20.7245     17.4306
   6524.2700   6717.2500     24.6907     18.6372
   6716.0400   6717.1400     21.6556     18.3284
   6913.5100   6716.9600     25.9533     22.3556
   6998.6900   6717.2400     26.3291     22.9452
   3350.5800   6717.7200     24.9191     21.8690
   4686.2600   6718.4700     25.3451     22.2559
   5088.9200   6717.9000     24.1370     21.1175
   5462.5900   6718.2100     25.7342     22.6649
   7430.3900   6718.2500     25.5108     22.0779
   4490.6500   6718.7300     26.1388     23.7514
   4672.5800   6719.0400     25.1170     22.1839
   5302.9100   6718.6500     21.6341     18.4696
   5435.6800   6719.1400     24.2223     21.2153
   5630.9100   6718.5900     23.4632     20.5329
   5709.1300   6718.7900     24.5478     21.0745
   5766.6200   6718.8900     24.2295     21.1979
   5874.1400   6718.6400     22.6892     19.2863
   6005.7000   6719.3700     23.0963     19.5190
   6424.2900   6718.5000     20.8405     17.6446
   6460.5100   6718.8800     21.1025     17.8171
   6595.9900   6719.3800     21.7029     18.4208
   6820.1500   6719.1600     21.9442     18.4941
   7322.3900   6719.1700     21.8112     18.4247
   7468.7000   6719.2900     24.8792     21.5974
   7694.9100   6719.3300     27.3399     23.6645
   7753.1000   6719.1600     25.2734     22.1432
   4753.8700   6719.6100     24.8540     21.9395
   4812.7300   6719.8700     26.3298     23.1070
   5449.9100   6720.2200     24.3562     21.4254
   5473.8300   6719.5100     26.1812     23.2090
   5639.9600   6720.4800     25.3860     22.3336
   5753.8000   6720.1800     25.1293     21.9573
   5805.8900   6719.7000     25.6894     22.5003
   5883.4500   6719.8800     25.2152     21.8260
   6149.8000   6719.5800     21.5878     18.2490
   7124.8000   6720.2700     25.9414     22.4198
   7149.1600   6720.2700     25.3717     21.6578
   7309.3800   6719.9600     25.3097     21.9097
   7742.2100   6719.9500     25.7402     22.5259
   3183.2800   6720.6100     25.0819     22.3298
   4197.2400   6720.6600     25.3297     22.2959
   5055.6800   6720.7500     20.8823     17.8081
   5517.4500   6721.2100     24.4643     21.5660
   5547.8100   6720.7000     24.1409     21.0846
   6798.9700   6721.1400     27.1241     18.6701
   6980.7800   6721.3900     25.2644     21.7147
   7582.3200   6721.0700     32.6866     23.9358
   4004.3200   6722.0200     25.1748     22.1464
   4108.7100   6721.8500     24.8337     21.9315
   4221.1000   6722.2000     26.1151     22.9608
   4263.4700   6721.5700     25.3290     22.3874
   4401.1100   6721.8300     25.6597     22.6030
   4911.2700   6722.0400     26.0721     23.1853
   5482.9100   6721.5600     26.0976     23.1273
   5567.9200   6721.8700     24.2509     21.3367
   6019.0800   6721.6300     22.4656     18.8302
   6467.1200   6721.6000     21.8703     18.4611
   6636.8500   6722.3600     21.6203     18.3090
   6701.8900   6722.1800     20.9983     17.3495
   6864.8600   6721.6300     25.3365     21.8363
   7529.2400   6721.9400     26.8326     23.3428
   5464.3000   6723.2800     26.2288     23.3051
   5605.2000   6723.3500     24.4952     21.5607
   6678.0500   6723.2500     21.5978     18.3413
   7110.4500   6723.0900     25.9342     22.3687
   7497.5200   6722.6500     25.1348     21.9739
   3674.4700   6723.9600     26.2771     23.2630
   4141.5500   6723.7100     24.9091     22.0056
   4427.7000   6723.6600     26.4817     23.5680
   5107.8300   6723.5500     24.5509     21.3843
   5807.3100   6724.2800     25.5402     22.5707
   5821.7300   6724.3900     25.4108     21.9007
   6160.0100   6723.5200     25.2385     21.9635
   6229.5700   6724.0300     23.7538     20.7164
   6363.5500   6724.4600     23.1822     19.9020
   6663.2600   6723.9800     32.6866     20.5470
   7100.3900   6724.3400     26.4330     23.2704
   7344.5200   6723.6800     25.8411     22.5852
   5361.5800   6725.2900     24.3103     21.3223
   6399.2300   6724.6000     21.8356     18.9571
   6456.1100   6724.7900     21.7252     18.4476
   7396.4300   6724.9900     26.4064     23.0528
   2792.2000   6726.0300     19.9618     17.1001
   3792.5400   6726.4500     24.7820     21.7850
   5201.2200   6725.7800     27.3227     22.3193
   6082.4000   6725.5900     21.3646     18.0723
   6497.4300   6726.3000     32.6866     20.1873
   6820.1300   6726.4500     22.5056     19.0214
   6949.8300   6726.0000     25.4234     22.0096
   7713.0000   6726.0900     25.7600     22.6818
   3233.6100   6727.3600     23.9330     21.0692
   5007.9800   6726.9200     25.2456     22.1278
   5154.6900   6727.1400     21.5019     18.3898
   5538.2100   6726.9700     25.0499     22.0324
   6846.4700   6726.7000     24.8636     21.4143
   7290.8000   6727.3900     25.5524     22.1400
   4285.1200   6727.9800     22.5924     19.4316
   4407.9600   6728.0200     25.3744     22.2827
   5190.1000   6728.3000     25.8418     22.7350
   5726.9000   6728.4700     25.9054     22.8770
   6206.9300   6728.3700     21.3983     18.0096
   6579.0200   6728.0900     20.2980     16.7939
   6806.1800   6727.6800     22.0910     18.5357
   6998.3100   6727.6600     23.5012     19.8747
   7171.7900   6728.3200     19.6225     15.2255
   7210.8600   6727.5300     23.7695     20.2245
   7630.2700   6727.4900     25.1948     21.8324
   2699.0700   6728.8300     25.4546     22.7407
   3635.3400   6729.0900     24.9682     22.0132
   4128.1500   6729.2100     26.4747     23.4142
   4663.6200   6729.2700     24.8208     21.8777
   4685.5400   6728.9700     25.0462     22.2105
   4895.7900   6729.1100     25.0725     22.0248
   5068.2300   6729.1600     26.4751     23.4486
   5301.9900   6729.2200     20.9433     17.8470
   5559.4100   6729.1300     25.7873     22.7998
   6295.3500   6729.4900     19.8557     16.3835
   6902.7800   6728.8200     24.7167     21.5026
   7262.9600   6728.9000     25.4139     21.8762
   7478.7300   6729.3300     26.2613     23.1023
   3215.6400   6729.6400     26.3852     23.8202
   5410.2100   6730.4400     25.6380     22.8891
   5751.4700   6729.8500     25.4122     22.4530
   6267.7600   6730.0500     21.6523     18.2661
   6778.0700   6730.1400     23.6447     20.2215
   7187.7700   6730.0600     21.1745     17.4255
   7745.5300   6730.0400     23.4622     20.2038
   4701.3400   6731.2000     25.5699     22.5482
   4769.2200   6731.3900     26.5617     23.6348
   4838.7400   6731.0100     26.2492     23.1436
   4875.3300   6730.5300     25.8925     23.0632
   5484.2700   6731.3700     24.2598     21.3781
   5511.3900   6731.0200     24.0009     20.9159
   5965.5600   6731.2600     25.4745     22.3513
   6095.7100   6730.9700     23.7674     20.4428
   6346.1700   6730.7000     22.7222     19.4251
   7134.0600   6731.1800     25.6904     22.2941
   7233.0700   6731.3200     26.0362     22.7129
   7331.3000   6730.9100     23.3173     20.0521
   7617.9200   6730.9200     26.8191     23.2130
   4758.5800   6731.8900     26.1231     23.1501
   5332.4400   6732.4300     26.4521     23.4165
   5691.8900   6732.0200     25.4602     22.5695
   5846.6800   6731.7600     24.7120     21.4652
   5903.7800   6731.8200     24.5638     21.2641
   6140.8200   6732.0200     19.6184     17.9671
   7361.1100   6732.4300     25.7918     22.3669
   2838.9000   6733.1000     25.2629     22.3430
   4145.1500   6733.2500     32.6866     23.7485
   4316.0500   6733.0700     25.2892     22.2369
   4973.7700   6732.9100     25.7029     22.6377
   5422.3200   6733.3300     25.2763     22.3257
   5599.1300   6732.7600     25.7495     22.9506
   6493.6600   6733.0000     32.6866     18.8562
   6589.9900   6732.5600     20.8165     16.9308
   6646.7400   6732.6800     21.4793     17.9130
   6766.3500   6732.8200     21.0887     17.4140
   4177.5200   6733.6300     25.8602     23.1576
   4915.5000   6734.0200     25.2122     22.1846
   5347.1800   6733.5500     24.0863     21.0474
   5648.1600   6734.1700     20.9172     17.7576
   5945.5200   6734.1400     26.5880     23.4976
   7579.1000   6734.3800     25.9374     22.5854
   3983.8500   6735.1600     25.3574     22.4573
   4372.2900   6735.0500     26.6195     23.6022
   6008.3300   6735.3000     21.9381     18.3971
   6049.6200   6735.2400     24.1239     20.8678
   6254.5800   6734.6900     23.8533     20.5310
   6673.0300   6735.0000     21.7283     18.2676
   6864.8800   6735.4200     21.1185     17.4529
   7204.5300   6734.9600     23.7695     21.9241
   7654.9400   6734.5600     25.9646     22.4748
   4484.2500   6736.4400     24.9517     21.9094
   5170.9000   6736.1300     25.5213     22.4442
   5819.4800   6736.2600     24.2731     21.0355
   6162.0300   6735.7600     25.3396     21.9913
   6521.3500   6735.8000     21.3790     17.9844
   6661.0700   6736.2200     32.6866     18.6229
   4653.0500   6737.4100     24.8414     21.8440
   4827.5300   6737.4400     26.2978     23.3770
   5762.6600   6737.3900     24.3141     21.3121
   6178.9300   6736.6700     20.8988     17.3038
   6460.9700   6737.2800     21.4273     18.1350
   6786.2300   6736.7200     21.8178     18.3517
   6800.9600   6737.2100     22.0730     18.4991
   6807.1100   6737.4300     21.9156     18.4608
   7059.3600   6737.1400     25.2112     21.5941
   7257.0200   6736.4800     27.3623     23.7008
   7674.3000   6736.8400     26.0183     22.6561
   3941.8000   6738.1300     24.5093     21.5480
   5869.8200   6738.0900     25.1480     22.0174
   5912.4600   6737.7100     24.4057     21.1709
   6416.5000   6737.9500     22.9047     19.8102
   6560.6200   6738.0500     24.6565     21.2975
   7341.9800   6737.6200     25.3956     22.1268
   3894.0700   6739.1500     24.8986     21.8018
   4844.3700   6739.0100     26.8853     23.6028
   5010.6600   6739.0100     26.4661     22.8451
   5394.2200   6739.3100     24.9251     21.8891
   6497.0400   6739.3400     32.6866     19.8926
   6610.4700   6739.0100     23.5781     20.1672
   7378.2700   6738.8100     24.4975     21.0790
   7468.4500   6739.1900     25.8052     22.8168
   3783.1100   6739.6500     19.2339     15.8921
   3960.9400   6739.7200     25.9379     22.8214
   4586.6700   6740.2100     25.5450     22.6184
   4628.8600   6739.9400     27.1264     23.8784
   4880.0400   6739.7000     26.0709     22.9994
   5683.9000   6740.3200     26.4918     23.1901
   5802.8900   6739.5300     25.9404     16.6985
   6095.1900   6739.9200     25.0010     22.0408
   6840.6200   6739.7300     23.8531     20.4674
   6919.5600   6740.3400     22.1223     18.3905
   6968.0100   6739.6600     26.2645     22.5790
   7028.1600   6740.0400     25.9855     22.1466
   5731.8200   6740.8700     25.6120     22.4556
   6279.6800   6740.6000     24.0507     20.7327
   7126.0700   6740.8200     23.9879     20.4360
   7306.3100   6741.3100     25.4427     22.0054
   7316.7100   6741.2500     24.1742     20.7782
   7388.2500   6741.2600     24.2116     20.8570
   7593.6700   6741.2600     26.0554     22.4934
   3361.8400   6741.6500     24.5969     21.8018
   5308.1200   6742.1000     25.7219     22.5301
   5856.8600   6741.7000     24.7724     21.4042
   5985.6700   6742.1900     23.6053     20.1886
   6034.4800   6741.9500     19.6406     15.9538
   6226.5200   6742.0800     20.4570     16.9801
   7141.0500   6741.4700     26.2571     22.8290
   3341.7600   6743.3400     24.0824     21.1824
   4764.2300   6743.4400     25.2120     22.2478
   5094.2700   6743.1500     22.7271     19.4131
   5584.4300   6742.6500     25.1154     21.9489
   6247.4300   6742.9800     20.8600     17.5317
   6572.9400   6742.6400     22.0747     18.5704
   6882.8000   6743.2900     24.4799     20.9412
   7274.1400   6742.9300     25.1991     21.7470
   7735.3000   6742.5300     25.2569     22.1122
   2981.6000   6743.5700     24.3098     21.5202
   3448.7500   6743.6200     25.4733     22.7355
   3706.6000   6744.3300     26.9075     23.5597
   4223.4300   6744.2900     24.8767     21.9737
   5740.2800   6744.2800     25.1628     22.2209
   5931.9500   6743.9400     21.9028     18.5409
   6633.4600   6744.4700     21.4787     18.0233
   6997.6600   6743.5800     22.0010     18.1399
   7432.8000   6743.8000     24.3438     21.0194
   7662.8600   6743.9500     26.3523     23.4167
   3330.7000   6745.0200     26.0920     23.1463
   4648.7800   6744.8300     25.4301     22.4615
   5026.1700   6745.1100     25.6513     22.6972
   6064.6400   6745.1700     21.4367     18.1377
   6412.1400   6744.8700     26.2730     19.4764
   6450.0400   6745.4300     20.3640     16.5208
   6566.7600   6745.4000     22.4663     18.9140
   7516.4700   6744.6800     26.1981     23.3025
   3047.1300   6746.0800     25.8029     23.3281
   5183.9300   6745.9200     26.7018     23.8258
   5379.9900   6746.3000     24.7879     21.7836
   5699.1900   6746.0500     25.4551     22.4207
   6126.1800   6746.1200     24.7552     21.4612
   6202.2900   6746.2900     24.1631     20.8267
   6677.9500   6745.9300     21.7673     18.2615
   2665.0500   6746.6800     26.2757     23.2726
   5491.3100   6746.8300     26.2503     23.0263
   6172.9700   6747.0600     24.3651     20.9838
   6471.3700   6746.8900     19.3649     15.9367
   6866.0900   6747.4600     24.5433     21.0848
   7187.7300   6746.6100     23.9909     20.5133
   7287.8400   6747.1300     25.4492     21.8455
   7350.5900   6747.1700     24.7977     21.4099
   7478.7800   6747.1100     25.0397     21.9040
   7605.4700   6747.4000     25.4346     22.0342
   3299.4700   6747.9600     24.1095     21.1325
   4206.2400   6748.1100     26.8530     23.7833
   4229.0900   6748.3500     25.0725     22.1266
   4595.8000   6747.7800     23.4464     20.5633
   4982.1400   6748.1300     26.3508     22.8898
