   X             Y          F275W        F336W      F438W       F814W
   6849.1524   4379.6829     24.0427     22.2456     21.7990     19.1374
   7087.7929   4379.5680     99.9999     20.0427     20.0703     17.9746
   2841.6196   4380.8286     99.9999     99.9999     22.7118     19.6614
   4378.0710   4380.8481     23.1172     21.3766     21.1972     18.7150
   4452.9726   4381.0277     99.9999     22.3140     22.0089     19.0756
   4820.2694   4380.6741     22.9899     21.3855     21.2200     18.8107
   4954.7527   4381.1984     21.9745     20.6218     20.5870     18.4135
   5627.1225   4381.0463     99.9999     23.2538     22.5048     19.5671
   6053.8634   4380.6623     99.9999     24.0801     22.9694     19.8757
   6263.8610   4381.2086     20.9698     19.8513     19.9164     17.9101
   6394.8482   4381.1636     20.5974     19.5259     19.6245     17.6524
   6839.0859   4381.4307     99.9999     22.6329     22.0449     19.2607
   6988.1969   4380.5483     22.1610     20.7281     20.7470     18.4430
   2975.4189   4382.2436     99.9999     20.2286     20.2230     18.0755
   4941.4034   4382.1597     20.5617     19.4889     19.5439     17.5101
   5398.8312   4381.9454     21.4682     20.2422     20.2435     18.1453
   5476.2358   4382.3968     99.9999     22.0238     21.6540     19.1207
   6200.9041   4382.3018     19.6619     18.7099     18.7874     16.9580
   3564.0690   4383.1295     20.5289     19.5047     19.5903     17.5846
   4968.3001   4383.0923     19.8559     18.8505     18.8638     16.8566
   5412.9784   4382.6096     99.9999     23.8528     22.8050     19.8645
   5428.2090   4383.0044     22.6456     21.0334     20.9236     18.5895
   7039.5445   4382.6370     99.9999     21.3953     21.2734     18.7921
   2961.8665   4383.6545     99.9999     21.0963     21.0145     18.6493
   4299.3928   4383.8716     22.0521     20.6566     20.6451     18.3783
   5828.1829   4383.5428     18.1524     16.5815     16.3287     13.9029
   3541.9362   4385.3222     22.9374     21.4001     21.2492     18.8078
   3799.9105   4385.0250     21.4959     20.2225     20.2536     18.0845
   3838.0701   4384.6796     99.9999     22.7467     22.1808     19.3811
   4193.3656   4385.2922     19.8034     18.8542     18.9627     17.0781
   4490.9631   4384.8525     21.9166     20.5940     20.5405     18.3637
   4532.5119   4384.9689     19.8357     18.8540     18.8843     16.9625
   5513.3759   4385.2096     23.4069     21.6524     21.3767     18.9645
   6298.8708   4385.1220     19.4623     18.4689     18.5031     16.6440
   3353.3947   4385.5045     99.9999     20.6035     20.6363     18.3836
   3970.8768   4386.1438     20.8279     19.6962     19.7740     17.6465
   4337.0579   4386.1264     20.2483     19.1565     19.2280     17.2607
   4434.4545   4386.3697     99.9999     23.6006     22.7979     19.7486
   6378.6419   4386.1179     22.0338     20.7213     20.6092     18.3666
   7236.5094   4385.9634     99.9999     99.9999     20.6941     18.4397
   3115.2389   4387.0261     99.9999     20.1264     20.1860     18.1147
   4630.6310   4387.1723     23.7891     21.8521     21.5294     18.9493
   5646.3876   4387.2073     20.5549     19.3668     19.4292     17.3173
   7220.5525   4387.3654     99.9999     99.9999     21.0306     18.6870
   4662.8641   4387.5361     20.4793     19.3838     19.4394     17.4604
   4700.6247   4387.5051     19.8898     18.9059     18.9567     17.0553
   4771.7205   4388.0567     20.5313     19.4290     19.4921     17.4908
   5065.2002   4388.1871     16.1911     16.0470     16.7289     16.1615
   5716.3296   4388.0788     99.9999     23.3680     22.6224     19.6946
   5814.1065   4388.3769     19.6675     18.7230     18.8219     16.9872
   6222.4712   4387.7562     21.7071     20.3665     20.3742     18.1933
   6288.1478   4387.5926     24.0211     21.8629     21.4623     18.7134
   6359.6378   4387.8732     19.6308     18.6291     18.6720     16.7946
   3501.0066   4389.3532     21.8321     20.5993     20.6251     18.3688
   4605.5494   4389.0591     99.9999     24.9118     23.3159     19.8826
   6115.6120   4388.6047     20.7763     19.6561     19.7542     17.7328
   6238.2482   4389.2737     23.0070     21.4995     21.2398     18.8197
   7716.6734   4388.5915     99.9999     99.9999     99.9999     15.9476
   2893.5772   4390.0594     99.9999     99.9999     20.2873     18.1120
   2935.3611   4390.1614     99.9999     22.1854     21.7263     19.0711
   3657.6656   4390.3066     99.9999     24.3134     23.2362     19.9793
   3812.9424   4389.6538     99.9999     22.3210     21.8510     19.2079
   5561.2446   4389.6510     22.7175     21.1995     20.9823     18.6894
   5788.6702   4389.6064     19.3661     18.3840     18.3892     16.4934
   6571.6330   4389.8614     16.4621     16.3506     17.2160     16.6841
   6622.3891   4389.7421     21.9580     20.6520     20.5495     18.2738
   2792.1748   4390.6485     99.9999     99.9999     22.8911     19.8389
   3522.5039   4390.7799     19.2991     18.2184     18.2287     16.1440
   3791.7517   4391.1571     19.3024     18.3556     18.4003     16.4967
   5333.3826   4390.9310     19.4702     18.3478     18.2936     16.2582
   6056.3057   4391.4012     19.7363     18.7668     18.8827     17.0298
   6305.3419   4391.1848     20.4872     19.4244     19.4950     17.5414
   6513.3230   4391.0328     99.9999     23.7812     22.9484     19.8875
   6938.5777   4391.4290     20.7130     19.6322     19.7370     17.7034
   7342.9415   4391.1079     99.9999     99.9999     99.9999     19.4110
   7512.4501   4391.2903     99.9999     99.9999     99.9999     16.8446
   2944.9740   4391.4895     99.9999     20.3107     20.3364     18.1713
   4114.8852   4391.9045     23.9766     21.9104     21.7177     19.1049
   4826.9625   4392.4873     21.2670     20.0996     20.1003     18.0082
   5221.1520   4392.2768     21.8413     20.4609     20.4598     18.3070
   5288.9801   4392.2639     19.3937     18.3932     18.4006     16.5092
   6138.5983   4391.8784     99.9999     23.9095     22.9696     19.8904
   6192.1031   4392.3816     20.1045     19.1095     19.1937     17.3085
   6445.8120   4392.1592     20.4355     19.3784     19.4342     17.4540
   6545.6731   4392.0164     21.2434     19.9967     20.1651     18.0915
   2839.3329   4392.8972     99.9999     99.9999     20.7720     18.5082
   6423.3959   4393.3514     20.7685     19.6597     19.7376     17.6946
   2907.3333   4393.8068     99.9999     99.9999     22.3984     19.5693
   3354.2067   4394.2227     99.9999     19.6569     19.7042     17.7071
   5212.1495   4393.6967     22.6330     21.1917     20.9672     18.6749
   2939.1947   4394.8263     99.9999     21.2292     21.0614     18.6914
   5195.8844   4395.2903     22.0760     20.7369     20.6949     18.4728
   5273.6860   4394.7286     20.9513     19.8096     19.8743     17.8473
   6106.3565   4395.4214     24.1864     22.1866     21.7883     19.1883
   2863.1653   4395.7115     99.9999     99.9999     20.8657     18.5121
   3169.0473   4396.4369     99.9999     21.2897     21.0744     18.7069
   5169.3974   4395.6872     23.8217     21.9137     21.6622     19.1038
   2953.0662   4397.0433     99.9999     21.5251     21.2840     18.8371
   4023.2448   4397.0896     19.4826     18.2556     18.1512     15.9148
   4566.1035   4396.8644     20.6901     19.5965     19.6997     17.6906
   4805.1089   4396.7708     22.6816     21.1395     21.0046     18.6993
   5324.4731   4396.6651     99.9999     23.0024     22.3827     19.4784
   5739.0425   4397.0996     99.9999     23.0989     22.2954     19.5149
   7806.4746   4396.9393     99.9999     99.9999     99.9999     18.6560
   3496.3879   4397.5205     23.3985     21.7014     21.4598     18.8838
   5705.4729   4398.1667     20.1668     19.0979     19.1976     17.2576
   5771.1239   4398.3143     20.0899     19.1054     19.1806     17.3045
   6250.4246   4398.1851     20.5941     19.4884     19.5604     17.5971
   7907.0001   4398.0717     99.9999     99.9999     99.9999     17.3177
   3287.4245   4399.3925     99.9999     21.6257     21.3863     18.9354
   4545.8134   4399.2355     19.4904     18.3040     18.2422     16.1205
   4602.1381   4398.9878     21.3134     20.1324     20.1401     17.9898
   4710.3877   4398.5987     23.2128     21.4435     21.2165     18.7577
   4845.8257   4399.2024     21.6573     20.4028     20.4320     18.2883
   5570.0660   4399.1369     24.1198     21.9838     21.7422     19.1034
   5780.3405   4399.1131     20.8256     19.7123     19.7789     17.7613
   6799.7998   4399.4276     99.9999     23.0413     22.4132     19.5592
   7888.8352   4399.2188     99.9999     99.9999     99.9999     18.2057
   2830.7571   4399.7797     99.9999     99.9999     21.2382     18.7956
   3579.8135   4400.0952     99.9999     22.4619     21.8490     19.1794
   3731.8996   4399.5354     22.6386     21.1570     21.0406     18.6585
   3868.3370   4399.7022     99.9999     23.6165     22.6805     19.7561
   4242.5196   4400.1120     19.4998     18.5277     18.5967     16.7076
   4430.1481   4399.7039     21.9511     20.6160     20.5681     18.3973
   4825.4886   4400.4204     20.5706     19.4717     19.5812     17.5557
   4989.7645   4399.7303     17.9523     15.3020     13.4532      9.3392
   5089.2820   4400.1245     21.0168     19.8404     19.9213     17.9383
   5388.4877   4399.6606     20.3963     19.3460     19.4569     17.5083
   5940.4902   4399.8879     15.6563     15.3644     15.6638     14.9149
   5960.6520   4400.4936     20.5876     19.5514     19.5980     17.5720
   3324.6037   4400.9835     99.9999     21.1247     21.0107     18.6226
   3990.9331   4400.9868     21.0877     19.9376     20.0184     17.9219
   4264.6155   4400.7698     99.9999     22.0428     21.7450     19.1570
   5152.6535   4401.2809     99.9999     23.4485     22.6971     19.6578
   5189.7664   4401.0173     99.9999     23.8323     23.0070     19.9093
   5225.8454   4400.8885     20.1460     19.1493     19.2215     17.3337
   5305.3178   4400.4990     21.0548     19.8678     19.9486     17.7845
   5423.1161   4401.3964     22.0809     20.6240     20.6241     18.4291
   5470.8207   4401.2086     19.5014     18.5165     18.5427     16.7096
   6357.9997   4401.2349     22.6089     20.9969     20.9783     18.6273
   7195.1407   4400.6311     99.9999     20.6911     20.6591     18.4197
   3244.2221   4402.3313     99.9999     20.7817     20.7834     18.5274
   4466.7039   4401.6598     22.3408     20.9375     20.8398     18.5007
   4936.1461   4401.6229     22.0625     20.7091     20.6619     18.4207
   5252.6068   4401.7341     23.3279     21.6061     21.3043     18.7746
   5297.3655   4402.4350     19.9746     18.9892     19.0456     17.1697
   5459.7738   4401.9204     99.9999     23.1811     22.4732     19.5357
   5604.7114   4401.8390     21.5019     20.2350     20.2402     18.0645
   5799.2046   4401.9874     20.2351     19.2010     19.2671     17.3518
   6578.7868   4402.2983     20.4407     19.3663     19.4323     17.4260
   7625.1210   4401.9467     99.9999     99.9999     99.9999     19.0317
   3212.2594   4403.1249     99.9999     99.9999     19.9263     17.8781
   3522.1207   4402.8420     20.1768     19.1438     19.2214     17.2503
   4308.1594   4403.3753     21.9566     20.6762     20.7073     18.4598
   4609.1446   4403.2485     23.4936     21.5385     21.4103     18.8489
   5410.5210   4402.5050     20.8442     19.7470     19.8369     17.7891
   6189.5807   4403.4619     22.9827     21.2337     21.1307     18.6421
   6777.1674   4403.3472     19.5224     18.5191     18.5534     16.6619
   7401.5186   4403.3016     99.9999     99.9999     99.9999     17.1554
   4780.5488   4404.2354     22.2336     20.8267     20.8028     18.4828
   5259.2967   4404.0274     23.1392     21.3823     21.2173     18.7310
   5647.9110   4403.5982     20.4311     19.3614     19.4318     17.4823
   5910.3213   4404.2048     17.5159     15.5263     14.9744     12.1275
   6787.6384   4404.3831     21.8155     20.5053     20.4997     18.3006
   2928.2367   4404.5043     99.9999     22.6903     22.0789     19.3792
   3075.1627   4405.1926     99.9999     22.0725     21.6973     19.1241
   3162.4126   4404.9124     99.9999     22.1919     21.7499     19.1921
   3955.3037   4405.1140     23.2780     21.5641     21.3087     18.7946
   6418.1789   4404.8347     21.3782     20.2119     20.2314     18.1125
   3276.9528   4406.2671     99.9999     21.0914     20.9378     18.6233
   4044.2843   4406.4430     20.8713     19.8565     19.9192     17.8573
   4562.5201   4406.0040     19.3641     18.3895     18.4012     16.5450
   7133.6126   4405.6585     99.9999     20.0751     20.1059     17.9980
   3856.1659   4407.2238     19.9767     18.9482     19.0343     17.0834
   4374.5295   4406.6940     21.4456     20.2572     20.2614     18.1278
   6397.0480   4407.1231     99.9999     23.9995     23.0470     19.8553
   6610.2788   4407.1088     22.7067     21.2430     21.0112     18.6832
   6733.3265   4407.0516     24.3941     22.4180     21.8989     19.2699
   7154.9073   4407.0444     99.9999     23.8283     22.9428     19.8751
   7422.4836   4406.8789     99.9999     99.9999     99.9999     18.2403
   3315.0542   4407.6592     99.9999     22.0801     21.6650     18.8121
   7838.1270   4408.2293     99.9999     99.9999     99.9999     19.3142
   3094.4833   4409.4041     99.9999     20.3665     20.3208     18.2025
   4072.3468   4409.4276     99.9999     23.1157     22.3726     19.5549
   4381.1921   4409.4318     99.9999     22.5431     22.1345     19.2976
   4604.9676   4408.6019     23.9961     22.1478     21.7208     19.1169
   4795.1883   4408.9456     22.5882     20.9887     20.9294     18.5863
   5286.4988   4408.6892     23.0681     21.3119     21.2096     18.8347
   5325.9916   4408.7707     20.2714     19.2303     19.3089     17.3864
   5721.0537   4409.3678     20.8659     19.7782     19.8700     17.8023
   6910.1039   4408.5184     22.9292     21.3853     21.1489     18.7453
   3808.6884   4409.9627     23.3333     21.5508     21.3985     18.8818
   5214.2022   4409.8800     19.4970     18.2350     18.1797     16.0581
   6103.4525   4410.1040     22.6004     20.9749     20.9759     18.6462
   6922.0023   4410.1377     23.7328     21.8457     21.5571     18.9472
   7901.7456   4410.4412     99.9999     99.9999     99.9999     17.6483
   3607.0268   4411.3924     23.8129     22.0042     21.7274     19.0890
   3847.0111   4411.4749     99.9999     22.7532     22.1238     19.3007
   4175.2473   4410.9101     20.0017     18.9840     19.0779     17.1663
   5655.0169   4411.0323     23.8031     21.8580     21.5202     18.9565
   7378.9520   4411.3603     99.9999     99.9999     99.9999     18.7418
   7443.7628   4410.5809     99.9999     99.9999     99.9999     14.5022
   7813.6067   4411.2112     99.9999     99.9999     99.9999     19.5247
   4113.0158   4411.8101     99.9999     24.4185     23.3752     19.9498
   4167.3378   4411.5754     22.3677     20.8715     20.8816     18.5637
   4192.7542   4412.3400     19.1850     18.1931     18.2326     16.3164
   5134.8713   4412.1054     19.4686     18.3407     18.2937     16.2551
   5262.2746   4412.1844     21.4491     20.2220     20.2723     18.1501
   5755.6322   4411.9032     24.4010     22.3069     21.8817     19.2702
   6980.3281   4412.0182     21.6138     20.3498     20.3723     18.1865
   2938.0101   4413.1078     99.9999     21.5842     21.2583     18.8305
   3199.5224   4413.2846     99.9999     22.8703     22.3022     19.5429
   3679.7610   4412.7999     99.9999     23.0200     22.4386     19.4485
   4053.1620   4413.0913     19.5909     18.6536     18.7479     16.8145
   4141.6406   4413.2365     20.7650     19.6920     19.8169     17.8118
   5253.5728   4412.5099     22.1617     20.6865     20.6943     18.3605
   5548.0467   4412.6329     19.4165     18.2669     18.2257     16.2089
   5989.3252   4412.7592     21.3417     20.1762     20.2271     18.1190
   6615.4893   4412.9531     19.1721     18.1459     18.1668     16.2661
   7040.4817   4413.2976     20.7408     19.6053     19.6745     17.6385
   7280.2558   4412.6678     99.9999     99.9999     19.4238     17.4479
   2827.7147   4413.8081     99.9999     99.9999     20.5846     18.3892
   3897.6484   4414.4388     19.7707     18.8486     18.9255     17.0305
   4323.6732   4414.2105     24.1164     22.1794     21.8087     19.2041
   5319.9043   4413.6559     99.9999     23.9233     23.1623     19.8518
   5338.6687   4413.5726     20.6708     19.5507     19.5642     17.5828
   6014.8849   4414.3846     23.6872     21.8871     21.5261     18.9831
   6394.5885   4414.1278     22.1329     20.7420     20.6794     18.4035
   6598.7245   4414.2180     21.5689     20.3605     20.3530     18.2204
   6719.8112   4414.4238     22.3018     20.8645     20.8217     18.5454
   7822.8489   4413.9507     99.9999     99.9999     99.9999     18.9789
   3208.5771   4415.0381     99.9999     18.9768     19.0338     17.1038
   3354.9626   4415.2986     20.4014     19.3919     19.4849     17.4655
   3795.1058   4415.0342     22.9134     21.3540     21.1432     18.7341
   4579.3728   4415.2940     19.7462     18.7740     18.8175     16.9428
   5312.3139   4415.4901     23.0942     21.3948     21.1825     18.7978
   5566.9168   4415.1468     19.3861     18.0301     17.8969     15.6682
   6194.7851   4415.4554     19.2541     18.2619     18.3008     16.4517
   6905.2108   4415.0372     21.7091     20.4006     20.4156     18.1799
   3272.2209   4416.0467     99.9999     20.6775     20.6493     18.4392
   3286.6638   4415.9873     99.9999     19.9481     20.0325     17.9592
   3783.4947   4415.9233     19.2598     18.0669     18.0043     15.7971
   4286.9746   4416.1587     23.0955     21.4089     21.2620     18.8184
   4801.7849   4415.5915     19.3230     18.1383     18.1153     16.0524
   4818.9526   4415.7523     23.2378     21.6177     21.3529     18.8305
   5078.2878   4415.7032     24.3618     22.4979     21.9809     19.2815
   5619.3575   4415.9182     99.9999     23.8792     23.0544     19.8260
   5861.5503   4416.2111     21.5846     20.3464     20.3754     18.2451
   6238.2936   4416.4711     99.9999     23.3744     22.6117     19.6263
   6277.0768   4415.7076     22.6401     21.0475     20.9455     18.6427
   6990.4048   4415.8644     21.4848     20.2551     20.3300     18.1726
   7069.0800   4416.4512     19.6483     18.6797     18.7183     16.8138
   7599.2097   4415.6960     99.9999     99.9999     99.9999     19.9349
   2990.3027   4417.4275     99.9999     20.5008     20.5079     18.3294
   4592.0980   4417.4248     21.0691     19.9062     19.9315     17.8564
   4811.3808   4416.8048     22.7951     21.2040     21.0428     18.6602
   7215.7060   4416.5894     99.9999     20.5059     20.5535     18.3527
   7308.2020   4417.3359     99.9999     99.9999     20.3692     18.1458
   3119.7478   4417.6401     99.9999     19.0384     19.1098     17.1916
   4201.7320   4417.5174     18.4300     16.9227     16.6750     14.2804
   4739.2045   4417.5877     21.4746     20.2697     20.2685     18.1306
   4858.1413   4418.2199     19.8043     18.8353     18.8663     16.9658
   4874.6851   4417.8758     20.1193     19.0864     19.1270     17.1819
   5178.2621   4418.0791     21.1693     19.9759     20.0285     17.9278
   5731.2113   4418.1310     20.5893     19.5211     19.6062     17.6298
   3746.1550   4418.9657     99.9999     23.2832     22.5674     19.6027
   5109.7214   4419.2286     19.5349     18.3918     18.3623     16.3503
   5398.1385   4418.6392     19.9782     18.9651     19.0619     17.1709
   6489.0220   4419.1763     19.6326     18.6357     18.6799     16.7687
   2934.7429   4420.3984     99.9999     21.9083     21.4620     18.7105
   3203.3783   4420.0940     99.9999     20.6615     20.6819     18.4254
   4100.9770   4419.8400     23.5855     21.5323     21.3867     18.8630
   6056.8459   4419.5357     19.5205     18.5545     18.6124     16.7699
   6442.5277   4420.1959     21.3825     20.1322     20.2024     18.0669
   6864.0739   4420.2438     99.9999     21.3387     21.1993     18.8058
   7081.2349   4419.5135     99.9999     23.2555     22.5774     19.6121
   3474.9755   4421.2626     22.2389     20.9272     20.8333     18.4902
   3481.3058   4421.3884     21.2113     20.0439     20.1524     18.0123
   4078.8693   4420.7612     23.5807     21.7641     21.4634     18.9923
   4231.2435   4421.2386     99.9999     23.3473     22.6279     19.6039
   5248.5975   4420.5517     21.5271     20.2145     20.2952     18.1822
   5796.7949   4421.2442     19.5603     18.6543     18.7055     16.8891
   2923.0428   4422.0805     99.9999     99.9999     21.8141     19.1339
   3125.8635   4422.3444     99.9999     21.4046     21.1698     18.7754
   4042.8976   4422.3864     21.0061     19.8987     20.0413     17.9213
   4676.0691   4421.9319     23.7606     21.7149     21.5225     18.9979
   4733.5433   4421.9133     23.0332     21.2560     21.1526     18.7403
   4943.2755   4422.4826     99.9999     22.9223     22.3284     19.4586
   5302.8496   4421.8897     19.3182     18.3498     18.3841     16.5288
   6173.2946   4421.6015     19.6410     18.6800     18.7476     16.8748
   6219.4047   4421.5553     20.6331     19.5294     19.6347     17.6396
   6577.0237   4422.1713     22.4417     20.8938     20.8541     18.5769
   7302.7920   4422.3458     99.9999     99.9999     19.1321     17.1707
   2885.9727   4422.8627     99.9999     21.2262     21.1314     18.7428
   3910.3242   4422.5515     18.2516     16.6964     16.3030     13.7900
   4278.5424   4422.8563     22.1718     20.8354     20.8119     18.5532
   4832.0310   4423.3031     18.5395     16.9662     16.6789     14.2075
   6208.9019   4422.5734     21.3478     20.1964     20.2045     18.0680
   6339.8558   4423.3899     22.2793     20.8870     20.7900     18.5469
   7004.3462   4422.7423     99.9999     23.9809     23.1555     19.9622
   7959.1815   4422.7773     99.9999     99.9999     99.9999     16.9688
   3528.0420   4424.1012     20.6703     19.6516     19.7291     17.7084
   4128.4693   4424.2353     99.9999     20.6210     20.5581     18.3770
   4446.2341   4423.7552     20.7942     19.6742     19.7968     17.7443
   4640.5146   4423.8601     99.9999     24.0720     23.1352     19.9417
   5816.2049   4423.5951     99.9999     22.3831     21.9813     19.2758
   6947.4714   4424.4817     21.4124     20.1607     20.2131     18.0890
   7796.8721   4423.6178     99.9999     99.9999     99.9999     18.7985
   3058.3651   4425.3900     99.9999     20.8228     20.7798     18.4310
   3788.4968   4424.6804     20.5128     19.4331     19.4954     17.4602
   4425.1957   4425.0750     20.3955     19.3473     19.3691     17.3197
   4612.6491   4424.7311     20.1963     19.1375     19.1760     17.2055
   6163.6466   4424.6968     21.7899     20.4276     20.4627     18.2980
   6895.6134   4424.9592     24.3197     22.1299     21.8253     19.1870
   7636.6232   4424.8154     99.9999     99.9999     99.9999     17.8696
   7645.8284   4424.8810     99.9999     99.9999     99.9999     19.4201
   7686.2802   4425.2853     99.9999     99.9999     99.9999     19.2159
   2940.0620   4426.2718     99.9999     22.6548     22.0590     19.2848
   4388.9962   4425.7065     19.2968     18.1999     18.2088     16.2136
   4647.6708   4426.3508     21.5538     20.2707     20.3056     18.1655
   5034.5055   4425.8394     23.1372     21.4128     21.2076     18.7309
   6275.2881   4425.6164     23.7789     22.0314     21.6507     19.0753
   5390.2355   4427.0385     21.0248     19.9003     19.9407     17.8864
   5421.3211   4426.5860     20.1409     19.1220     19.2195     17.2894
   5460.0983   4426.5504     24.1926     22.0369     21.7754     19.1318
   6643.4435   4426.9260     22.7948     21.1964     21.0427     18.7037
   3732.7882   4427.6155     23.4365     21.5554     21.3794     18.8910
   4559.1730   4428.0028     20.8617     19.7861     19.8868     17.8416
   5245.0745   4427.8308     19.6043     18.5481     18.6090     16.6994
   5281.6537   4427.8419     24.4782     22.4579     21.9350     19.2763
   5586.0794   4427.9021     19.1151     17.7190     17.5456     15.2537
   6012.9564   4427.8287     19.4181     18.4015     18.4098     16.4857
   7383.8717   4428.2688     99.9999     99.9999     99.9999     19.9739
   7938.2023   4427.8788     99.9999     99.9999     99.9999     18.0850
   3592.0781   4429.1121     22.6739     21.1271     21.0453     18.6531
   4729.2013   4428.5000     21.7764     20.4394     20.4698     18.2758
   6200.9878   4429.0343     19.5075     18.1531     17.9472     15.6925
   3859.7500   4429.6991     23.2704     21.6460     21.3589     18.9128
   4069.5895   4429.4968     19.6648     18.7514     18.8238     16.9459
   5296.9514   4430.2122     22.4926     20.9521     20.8170     18.4806
   6371.7670   4430.1357     21.6976     20.4464     20.4575     18.2974
   4027.8395   4430.4979     99.9999     24.0504     23.2252     19.8716
   5576.6339   4431.0021     19.7359     18.7403     18.7897     16.8747
   3060.1897   4431.5202     99.9999     18.9534     19.0425     17.1218
   3297.6015   4432.2813     99.9999     18.4307     18.3937     16.3733
   3641.5635   4431.5497     16.2640     16.0725     16.7740     16.1144
   4001.8943   4432.4759     22.6085     21.0869     21.0116     18.6845
   5104.5995   4432.2891     20.1471     19.0836     19.1310     17.1758
   5608.0426   4432.1591     20.0991     19.0403     19.0412     17.0891
   6130.8294   4431.8784     99.9999     22.4334     22.0354     19.3379
   7502.8816   4432.0251     99.9999     99.9999     99.9999     18.3307
   7822.0354   4432.0743     99.9999     99.9999     99.9999     19.5584
   2970.0908   4432.6160     99.9999     22.2700     21.8329     19.2030
   3450.3344   4432.8881     99.9999     24.0974     23.1099     19.8947
   4990.9684   4432.7084     19.2812     17.8703     17.6953     15.3356
   5645.2589   4432.8309     19.2081     18.1497     18.1512     16.2607
   6428.1594   4433.4975     21.2166     20.0557     20.0971     17.9611
   6460.8289   4433.3701     19.4949     18.5057     18.5152     16.6493
   7767.7864   4432.5115     99.9999     99.9999     99.9999     19.4979
   3842.4427   4434.2574     99.9999     23.4027     22.6356     19.6041
   4165.0152   4434.0599     21.2827     20.1085     20.2070     18.0055
   4606.0762   4434.4566     22.1232     20.7542     20.6956     18.4451
   4914.8805   4433.9613     99.9999     22.8183     22.2426     19.4573
   4946.1462   4434.3411     99.9999     23.4920     22.6848     19.7692
   5633.4500   4434.3015     99.9999     22.3240     21.9390     19.2053
   5703.4574   4434.1310     21.9112     20.4828     20.5089     18.3404
   6601.3881   4433.5056     99.9999     22.9026     22.1935     19.4471
   6859.2216   4434.2902     22.1694     20.8125     20.7824     18.5048
   7215.9939   4433.9822     99.9999     20.2873     20.2785     18.1469
   7622.4655   4433.8667     99.9999     99.9999     99.9999     18.2558
   3560.3871   4434.7587     20.8495     19.8119     19.9202     17.8443
   3695.5044   4435.1092     99.9999     22.2836     21.8647     19.1640
   4803.4873   4435.4011     21.4500     20.2211     20.2334     18.0891
   4976.0659   4435.3889     23.1814     21.5864     21.2664     18.6866
   5125.4083   4435.0485     21.8571     20.3523     20.3648     18.1912
   5423.9293   4435.0914     20.0723     19.0541     19.1659     17.2851
   6492.4577   4435.3498     18.0951     16.4646     16.0922     13.5678
   6670.1794   4435.4300     21.5309     20.2355     20.2580     18.0942
   7744.1513   4435.3204     99.9999     99.9999     99.9999     17.0327
   4435.8953   4435.7651     22.5136     20.9955     20.9370     18.5846
   4515.3468   4435.7737     19.7081     18.7216     18.7837     16.8787
   5531.0594   4435.9085     20.8237     19.7254     19.8293     17.7909
   5678.2531   4435.7454     24.0697     22.0865     21.7240     19.0658
   7541.3612   4435.7264     99.9999     99.9999     99.9999     18.9099
   3249.8734   4437.0204     99.9999     18.0927     18.0891     16.1060
   3346.0441   4436.5116     19.6217     18.6516     18.6718     16.7694
   3392.2547   4437.3789     99.9999     24.1887     23.2066     19.9777
   3634.9370   4436.9652     20.2345     19.2205     19.3103     17.3209
   4550.7098   4437.0008     99.9999     23.7882     22.9372     19.8134
   5347.5522   4437.1556     21.5543     20.2113     20.2277     18.0627
   5731.7695   4436.7824     24.2313     22.2218     21.7960     19.2160
   5993.3349   4436.5273     23.4847     21.5716     21.3455     18.9283
   6101.9676   4437.1262     99.9999     22.7624     22.1965     19.2008
   3136.6778   4437.5492     99.9999     18.6741     18.7834     16.8187
   4579.2895   4438.2579     22.5039     20.9559     20.9215     18.5611
   5622.8992   4438.1467     20.7063     19.6126     19.6474     17.6516
   5862.6509   4438.0487     21.4004     20.2266     20.1988     18.1399
   2980.8339   4439.1819     99.9999     24.1578     23.0881     19.9401
   5385.3347   4439.4171     23.6828     21.8387     21.5538     19.0395
   5451.8701   4438.9069     21.8641     20.4967     20.4939     18.2648
   6260.2670   4438.6651     22.5419     21.0420     20.9609     18.6035
   6330.7388   4438.5251     20.5415     19.4933     19.5376     17.5750
   6339.5305   4439.0271     20.2918     19.2682     19.3347     17.4153
   7454.5205   4438.9681     99.9999     99.9999     99.9999     17.7661
   3059.8096   4440.2165     99.9999     20.0420     20.0997     17.9308
   3513.8399   4440.4721     21.8614     20.6487     20.6165     18.3861
   3782.2945   4440.4417     21.1619     20.0427     20.1243     18.0038
   3981.9926   4439.9732     20.0846     19.0968     19.1682     17.2276
   4425.8825   4440.3885     19.2520     18.2039     18.2401     16.2704
   4904.7334   4440.2756     21.6033     20.3017     20.2925     18.0757
   4966.6849   4440.3552     20.1585     19.1499     19.2140     17.2280
   5307.0684   4439.5808     22.4144     20.8783     20.8667     18.5446
   5684.5443   4439.6853     21.2010     20.0146     20.0843     17.9581
   6160.0197   4439.6652     99.9999     23.5916     22.6833     19.7435
   6306.5573   4439.9250     20.6670     19.5204     19.6077     17.6001
   7054.0699   4439.7098     21.1303     19.9868     20.0334     17.9741
   7364.8906   4440.4785     99.9999     99.9999     99.9999     18.1402
   3150.2408   4441.0552     99.9999     22.7702     22.0712     19.3490
   4118.2308   4441.0996     19.5264     18.5466     18.5678     16.6273
   4230.3507   4440.5203     18.8974     17.5562     17.3917     15.1087
   4945.5137   4441.2840     20.9645     19.8170     19.9094     17.9254
   5337.4133   4441.4121     99.9999     23.9416     22.9045     19.8681
   6028.0011   4440.5855     17.9832     16.2982     15.9618     13.4259
